exec,step,bestf,worstf,avgf
22,0,366076.0,324217.3,334700.85299999977
22,1,366076.0,324337.9,334705.3470999998
22,2,366076.0,324427.0,334709.48469999974
22,3,366076.0,324570.0,334714.1094999998
22,4,366076.0,324668.9,334717.72149999975
22,5,366076.0,324745.0,334721.4805999998
22,6,366076.0,324820.0,334725.7300999998
22,7,366076.0,324868.4,334762.73509999976
22,8,366076.0,324991.7,334767.0540999998
22,9,366076.0,325040.3,334768.7831999998
22,10,366076.0,325335.5,334794.2028999998
22,11,366076.0,325401.2,334827.9743999998
22,12,366076.0,325489.8,334831.6653999998
22,13,366076.0,325532.1,334861.2995999998
22,14,366076.0,325551.9,334862.36949999974
22,15,366076.0,325570.0,334864.5150999997
22,16,366076.0,325573.0,334866.6445999997
22,17,366076.0,325602.8,334868.80559999973
22,18,366076.0,325654.5,334871.94059999974
22,19,366076.0,325720.5,334874.8237999997
22,20,366076.0,325677.0,334874.7802999997
22,21,366076.0,325722.7,334901.55329999974
22,22,366076.0,325724.3,334913.90859999973
22,23,366076.0,325744.0,334916.6644999997
22,24,366076.0,325784.5,334919.9610999997
22,25,366076.0,325821.2,334921.2868999997
22,26,366076.0,325869.4,334923.76909999974
22,27,366076.0,325888.2,334925.19429999974
22,28,366076.0,325916.3,334927.1146999997
22,29,366076.0,325921.6,334930.5988999997
22,30,366076.0,325957.3,334932.4652999997
22,31,366076.0,325976.5,334935.8502999997
22,32,366076.0,326011.3,334968.21279999963
22,33,366076.0,326030.3,335005.0214999996
22,34,366076.0,325674.7,335004.6658999996
22,35,366076.0,326045.1,335006.04739999963
22,36,366076.0,326045.7,335009.06339999964
22,37,366076.0,326055.3,335010.11119999964
22,38,366076.0,326092.3,335046.32189999963
22,39,366076.0,325457.7,335045.6872999996
22,40,366076.0,326106.1,335049.5077999996
22,41,366076.0,326110.8,335051.4886999996
22,42,366076.0,326127.1,335090.44489999954
22,43,366076.0,326132.2,335092.66619999957
22,44,366076.0,326136.0,335095.5738999996
22,45,366076.0,326145.7,335097.9321999996
22,46,366076.0,326149.5,335100.4502999996
22,47,366076.0,326171.9,335131.7307999996
22,48,366076.0,326174.5,335133.9654999996
22,49,366076.0,326174.6,335136.0404999996
22,50,366076.0,326178.7,335139.34769999963
22,51,366076.0,326179.5,335171.7909999996
22,52,366076.0,324847.6,335170.4590999996
22,53,366076.0,326182.5,335174.6815999996
22,54,366076.0,325973.2,335174.4722999996
22,55,366076.0,326184.0,335177.81939999963
22,56,366076.0,326214.8,335180.2292999996
22,57,366076.0,326232.2,335182.37669999956
22,58,366076.0,326232.2,335185.4695999996
22,59,366076.0,326246.9,335187.8955999996
22,60,366076.0,326247.7,335218.72169999965
22,61,366076.0,326251.0,335218.83599999966
22,62,366076.0,326201.3,335218.7862999996
22,63,366076.0,326271.8,335252.79999999964
22,64,366076.0,326309.3,335254.5949999996
22,65,366076.0,326322.2,335254.89939999965
22,66,366076.0,326323.2,335274.22919999965
22,67,366076.0,326339.0,335275.82509999967
22,68,366076.0,326362.0,335277.23549999966
22,69,366076.0,326364.6,335278.2247999997
22,70,366076.0,326384.9,335303.9791999997
22,71,366076.0,326388.6,335335.19329999964
22,72,366076.0,326415.4,335335.86539999966
22,73,366076.0,326420.2,335336.3401999997
22,74,366076.0,326427.7,335371.2079999997
22,75,366076.0,326448.4,335372.8566999997
22,76,366076.0,326459.5,335375.36069999967
22,77,366076.0,326468.4,335376.7571999997
22,78,366076.0,326470.2,335379.3135999997
22,79,366076.0,326510.7,335381.5831999997
22,80,366076.0,326518.5,335383.6914999997
22,81,366076.0,326526.2,335384.9836999997
