exec,step,bestf,worstf,avgf
28,0,3673.0,2747.0,3324.572
28,1,3673.0,2876.0,3330.133
28,2,3673.0,3025.0,3333.937
28,3,3673.0,3027.0,3336.6940000000004
28,4,3673.0,3029.0,3339.259
28,5,3673.0,3051.0,3344.4390000000003
28,6,3673.0,3068.0,3346.684
28,7,3673.0,3071.0,3350.1440000000002
28,8,3673.0,3077.0,3351.9250000000006
28,9,3673.0,3147.0,3356.0850000000005
28,10,3673.0,3182.8,3359.9550000000004
28,11,3673.0,3194.0,3361.159000000001
28,12,3673.0,3197.4,3361.549000000001
28,13,3673.0,3204.1,3362.616000000001
28,14,3673.0,3223.0,3363.516000000001
28,15,3673.0,3225.7,3366.606000000001
28,16,3673.0,3226.0,3366.949000000001
28,17,3673.0,3229.6,3369.5990000000006
28,18,3673.0,3231.0,3372.363000000001
28,19,3673.0,3233.0,3373.1040000000007
28,20,3673.0,3233.4,3373.819000000001
28,21,3673.0,3234.2,3374.015000000001
28,22,3673.0,3235.0,3374.2400000000007
28,23,3673.0,3237.0,3374.8940000000007
28,24,3673.0,3242.5,3377.044000000001
28,25,3673.0,3243.1,3377.2090000000007
28,26,3673.0,3244.5,3377.6230000000005
28,27,3673.0,3245.4,3380.3480000000004
28,28,3673.0,3246.0,3380.836000000001
28,29,3673.0,3249.1,3383.5260000000007
28,30,3673.0,3208.0,3383.1150000000007
28,31,3673.0,3251.0,3383.7100000000005
28,32,3673.0,3253.0,3384.0450000000005
28,33,3673.0,3253.3,3387.2250000000004
28,34,3673.0,3254.2,3387.471000000001
28,35,3673.0,3256.4,3387.998000000001
28,36,3673.0,2941.0,3384.844000000001
28,37,3673.0,3256.7,3388.3650000000007
28,38,3673.0,3257.7,3388.824
28,39,3673.0,3213.0,3388.377
28,40,3673.0,3248.3,3388.73
28,41,3673.0,3258.0,3391.9770000000003
28,42,3673.0,3258.0,3392.0860000000002
28,43,3673.0,3259.0,3392.5980000000004
28,44,3673.0,3259.0,3392.7940000000003
28,45,3673.0,3256.7,3392.771
28,46,3673.0,3260.0,3393.2540000000004
28,47,3673.0,3262.3,3393.4210000000003
28,48,3673.0,3265.3,3393.582000000001
28,49,3673.0,3267.5,3393.9410000000003
28,50,3673.0,3267.9,3394.356
28,51,3673.0,3268.9,3394.6380000000004
28,52,3673.0,3269.0,3394.764
28,53,3673.0,3271.1,3395.075
28,54,3673.0,3258.7,3394.9510000000005
28,55,3673.0,3271.2,3395.147
28,56,3673.0,3225.6,3394.691
28,57,3673.0,3268.6,3395.1209999999996
28,58,3673.0,3271.8,3395.336
28,59,3673.0,3271.8,3396.6079999999997
28,60,3673.0,3266.0,3396.55
28,61,3673.0,3267.7,3396.567
28,62,3673.0,3274.7,3396.687
28,63,3673.0,3250.4,3396.4440000000004
28,64,3673.0,3244.8,3396.3880000000004
28,65,3673.0,3270.7,3396.647
28,66,3673.0,3248.1,3396.4210000000003
28,67,3673.0,3275.5,3396.9590000000003
28,68,3673.0,3270.7,3396.9110000000005
