exec,bestf,worstf,avgf,endstep,duration
1,3677.0,3579.0,3626.29,1127,81
2,3677.0,3498.0,3594.22,628,20
3,3677.0,3529.0,3603.84,727,22
4,3677.0,3546.0,3610.27,908,17
5,3677.0,3481.0,3588.9,554,8
6,3677.0,3364.0,3538.31,365,6
7,3677.0,3604.0,3639.49,1674,28
8,3677.0,3254.6,3354.4270000000015,129,2
9,3677.0,3558.0,3615.6,874,11
10,3677.0,3635.0,3654.65,2579,30
11,3677.0,3598.0,3636.93,1287,16
12,3677.0,2781.0,3303.258999999999,101,2
13,3677.0,3580.0,3625.09,1112,14
14,3677.0,3549.0,3609.86,879,13
15,3677.0,3277.4,3392.1610000000005,179,2
16,3677.0,3549.0,3609.4,956,14
17,3677.0,2876.0,3343.1499999999996,101,1
18,3677.0,3603.0,3640.01,1598,20
19,3677.0,3646.0,3661.3,3264,34
20,3677.0,3097.0,3333.0890000000013,106,1
21,3677.0,3526.0,3601.12,699,6
22,3677.0,3545.0,3617.34,871,12
23,3677.0,3564.0,3618.17,975,7
24,3677.0,3359.0,3519.1,412,3
25,3677.0,3646.0,3660.77,3535,30
26,3677.0,3496.0,3585.91,601,5
27,3677.0,3285.7,3438.1380000000004,169,2
28,3677.0,3293.0,3442.364,210,2
29,3677.0,3632.0,3655.0,2083,18
30,3677.0,3586.0,3633.68,1163,11
