step,bestf
0,299814.0
1,299814.0
2,299814.0
3,299814.0
4,299814.0
5,299814.0
6,300016.0
7,300016.0
8,300016.0
9,300016.0
10,300016.0
11,300016.0
12,300016.0
13,300016.0
14,300016.0
15,300016.0
16,300016.0
17,300016.0
18,300016.0
19,300016.0
20,300016.0
21,300016.0
22,300016.0
23,300016.0
24,300016.0
25,300223.0
26,300223.0
27,300223.0
28,300223.0
29,300223.0
30,300223.0
31,300223.0
32,300223.0
33,300223.0
34,300223.0
35,300223.0
36,300223.0
37,300223.0
38,300223.0
39,300223.0
40,300223.0
41,300223.0
42,300223.0
43,300223.0
44,300223.0
45,300223.0
46,300223.0
47,300223.0
48,300223.0
49,300223.0
50,300223.0
51,300223.0
52,300223.0
53,300223.0
54,300223.0
55,300223.0
56,300223.0
57,300223.0
58,300223.0
59,300223.0
60,300223.0
61,300223.0
62,300223.0
63,300223.0
64,300223.0
65,300223.0
66,300223.0
67,300223.0
68,300223.0
69,300223.0
70,300223.0
71,300223.0
72,300223.0
73,300223.0
74,300223.0
75,300223.0
76,300223.0
77,300223.0
78,300223.0
79,300223.0
80,300223.0
81,300223.0
82,300223.0
83,300223.0
84,300223.0
85,300223.0
86,300223.0
87,300223.0
88,300223.0
89,300223.0
90,300223.0
91,300223.0
92,300223.0
93,300223.0
94,300223.0
95,300223.0
96,300223.0
97,300223.0
98,300223.0
99,300223.0
100,300223.0
101,300223.0
102,300223.0
103,300223.0
104,300223.0
105,300223.0
106,300223.0
107,300223.0
108,300223.0
109,300223.0
110,300223.0
111,300223.0
112,300223.0
113,300223.0
114,300223.0
115,300223.0
116,300223.0
117,300223.0
118,300223.0
119,300223.0
120,300223.0
121,300223.0
122,300223.0
123,300223.0
124,300223.0
125,300223.0
126,300223.0
127,300223.0
128,300223.0
129,300223.0
130,300223.0
131,300223.0
132,300223.0
133,300223.0
134,300223.0
135,300223.0
136,300223.0
137,300223.0
138,300223.0
139,300223.0
140,300223.0
141,300223.0
142,300223.0
143,300223.0
144,300223.0
145,300223.0
146,300223.0
147,300223.0
148,300223.0
149,300223.0
150,300223.0
151,300223.0
152,300223.0
153,300223.0
154,300223.0
155,300223.0
156,300223.0
157,300223.0
158,300223.0
159,300223.0
160,300223.0
161,300223.0
162,300223.0
163,300223.0
164,300223.0
165,300223.0
166,300263.0
167,300263.0
168,300263.0
169,300263.0
170,300263.0
171,300263.0
172,300263.0
173,300263.0
174,300263.0
175,300263.0
176,300263.0
177,300263.0
178,300263.0
179,300263.0
180,300263.0
181,300263.0
182,300263.0
183,300263.0
184,300263.0
185,300263.0
186,300263.0
187,300263.0
188,300263.0
189,300263.0
190,300263.0
191,300263.0
192,300263.0
193,300263.0
194,300263.0
195,300263.0
196,300263.0
197,300263.0
198,300263.0
199,300263.0
200,300263.0
201,300263.0
202,300263.0
203,300263.0
204,300263.0
205,300263.0
206,300263.0
207,300263.0
208,300263.0
209,300263.0
210,300263.0
211,300263.0
212,300263.0
213,300263.0
214,300263.0
215,300263.0
216,300263.0
217,300263.0
218,300263.0
219,300263.0
220,300263.0
221,300263.0
222,300263.0
223,300263.0
224,300263.0
225,300263.0
226,300263.0
227,300263.0
228,300263.0
229,300263.0
230,300263.0
231,300263.0
232,300263.0
233,300263.0
234,300263.0
235,300263.0
236,300263.0
237,300263.0
238,300263.0
239,300263.0
240,300263.0
241,300263.0
242,300263.0
243,300263.0
244,300263.0
245,300263.0
246,300263.0
247,300263.0
248,300263.0
249,300263.0
250,300263.0
251,300263.0
252,300263.0
253,300263.0
254,300263.0
255,300263.0
256,300263.0
257,300263.0
258,300263.0
259,300263.0
260,300263.0
261,300263.0
262,300263.0
263,300263.0
264,300263.0
265,300263.0
266,300263.0
267,300263.0
268,300263.0
269,300263.0
270,300263.0
271,300263.0
272,300263.0
273,300263.0
274,300263.0
275,300263.0
276,300263.0
277,300263.0
278,300263.0
279,300263.0
280,300263.0
281,300263.0
282,300263.0
283,300263.0
284,300263.0
285,300263.0
286,300263.0
287,300263.0
288,300263.0
289,300263.0
290,300263.0
291,300263.0
292,300263.0
293,300263.0
294,300263.0
295,300263.0
296,300263.0
297,300263.0
298,300263.0
299,300263.0
300,300263.0
301,300263.0
302,300263.0
303,300263.0
304,300263.0
305,300263.0
306,300263.0
307,300263.0
308,300263.0
309,300263.0
310,300263.0
311,300263.0
312,300263.0
313,300263.0
314,300263.0
315,300263.0
316,300263.0
317,300263.0
318,300263.0
319,300263.0
320,300263.0
321,300263.0
322,300263.0
323,300263.0
324,300263.0
325,300263.0
326,300263.0
327,300263.0
328,300263.0
329,300263.0
330,300263.0
331,300263.0
332,300263.0
333,300263.0
334,300263.0
335,300263.0
336,300263.0
337,300263.0
338,300263.0
339,300263.0
340,300364.0
341,300364.0
342,300364.0
343,300364.0
344,300364.0
345,300364.0
346,300364.0
347,300364.0
348,300364.0
349,300364.0
350,300364.0
351,300364.0
352,300364.0
353,300364.0
354,300364.0
355,300364.0
356,300364.0
357,300364.0
358,300364.0
359,300364.0
360,300364.0
361,300364.0
362,300364.0
363,300364.0
364,300364.0
365,300380.0
366,300380.0
367,300380.0
368,300380.0
369,300380.0
370,300380.0
371,300380.0
372,300380.0
373,300380.0
374,300380.0
375,300380.0
376,300380.0
