step,bestf
0,300443.0
1,300443.0
2,300443.0
3,300443.0
4,300443.0
5,300443.0
6,300443.0
7,300443.0
8,300443.0
9,300443.0
10,300443.0
11,300443.0
12,300443.0
13,300443.0
14,300443.0
15,300443.0
16,300443.0
17,300443.0
18,300443.0
19,300443.0
20,300443.0
21,300443.0
22,300443.0
23,300443.0
24,300443.0
25,300443.0
26,300443.0
27,300443.0
28,300443.0
29,300443.0
30,300443.0
31,300443.0
32,300443.0
33,300443.0
34,300443.0
35,300443.0
36,300443.0
37,300443.0
38,300443.0
39,300443.0
40,300443.0
41,300443.0
42,300443.0
43,300443.0
44,300443.0
45,300443.0
46,300443.0
47,300448.0
48,300448.0
49,300448.0
50,300448.0
51,300448.0
52,300448.0
53,300448.0
54,300448.0
55,300448.0
56,300448.0
57,300448.0
58,300448.0
59,300448.0
60,300448.0
61,300448.0
62,300448.0
63,300448.0
64,300448.0
65,300448.0
66,300448.0
67,300448.0
68,300448.0
69,300448.0
70,300448.0
71,300448.0
72,300448.0
73,300448.0
74,300448.0
75,300448.0
76,300448.0
77,300448.0
78,300448.0
79,300448.0
80,300448.0
81,300448.0
82,300448.0
83,300448.0
84,300448.0
85,300448.0
86,300448.0
87,300448.0
88,300448.0
89,300448.0
90,300448.0
91,300448.0
92,300448.0
93,300448.0
94,300448.0
95,300448.0
96,300448.0
97,300448.0
98,300448.0
99,300448.0
100,300448.0
101,300448.0
102,300448.0
103,300448.0
104,300448.0
105,300448.0
106,300448.0
107,300448.0
108,300448.0
109,300448.0
110,300448.0
111,300448.0
112,300448.0
113,300448.0
114,300448.0
115,300448.0
116,300448.0
117,300448.0
118,300448.0
119,300448.0
120,300448.0
121,300448.0
122,300448.0
123,300448.0
124,300448.0
125,300448.0
126,300448.0
127,300448.0
128,300448.0
129,300448.0
130,300448.0
131,300448.0
132,300448.0
133,300448.0
134,300448.0
135,300448.0
136,300448.0
137,300448.0
138,300448.0
139,300448.0
140,300448.0
141,300448.0
142,300448.0
143,300448.0
144,300448.0
145,300448.0
146,300448.0
147,300448.0
148,300478.0
149,300478.0
150,300478.0
151,300478.0
152,300478.0
153,300478.0
154,300478.0
155,300478.0
156,300478.0
157,300478.0
158,300478.0
159,300478.0
160,300478.0
161,300478.0
162,300478.0
163,300478.0
164,300478.0
165,300478.0
166,300478.0
167,300478.0
168,300478.0
169,300478.0
170,300478.0
171,300478.0
172,300478.0
173,300478.0
174,300478.0
175,300478.0
176,300478.0
177,300478.0
178,300478.0
179,300478.0
180,300478.0
181,300478.0
182,300478.0
183,300478.0
184,300478.0
185,300478.0
186,300478.0
187,300478.0
188,300478.0
189,300478.0
190,300478.0
191,300478.0
192,300478.0
193,300478.0
194,300478.0
195,300478.0
196,300478.0
197,300478.0
198,300478.0
199,300478.0
200,300478.0
201,300478.0
202,300478.0
203,300478.0
204,300478.0
205,300478.0
206,300478.0
207,300478.0
208,300478.0
209,300478.0
210,300478.0
211,300478.0
212,300478.0
213,300478.0
214,300478.0
215,300478.0
216,300478.0
217,300478.0
218,300478.0
219,300478.0
220,300478.0
221,300478.0
222,300478.0
223,300478.0
224,300478.0
225,300478.0
226,300478.0
227,300478.0
228,300478.0
229,300478.0
230,300478.0
231,300478.0
232,300478.0
233,300478.0
234,300478.0
235,300478.0
236,300478.0
237,300478.0
238,300478.0
239,300478.0
240,300478.0
241,300478.0
242,300478.0
243,300478.0
244,300478.0
245,300478.0
246,300478.0
247,300478.0
248,300478.0
249,300478.0
250,300478.0
251,300478.0
252,300478.0
253,300478.0
254,300478.0
255,300478.0
256,300478.0
257,300478.0
258,300478.0
259,300478.0
260,300478.0
261,300478.0
262,300478.0
263,300478.0
264,300478.0
265,300478.0
266,300478.0
267,300478.0
268,300478.0
269,300478.0
270,300478.0
271,300478.0
272,300478.0
273,300478.0
274,300478.0
275,300478.0
276,300478.0
277,300478.0
278,300478.0
279,300478.0
280,300478.0
281,300478.0
282,300478.0
283,300478.0
284,300478.0
285,300478.0
286,300478.0
287,300478.0
288,300478.0
289,300478.0
290,300478.0
291,300478.0
292,300478.0
293,300478.0
294,300478.0
295,300478.0
296,300478.0
297,300478.0
298,300478.0
299,300478.0
300,300478.0
301,300478.0
302,300478.0
303,300478.0
304,300478.0
305,300478.0
306,300478.0
307,300478.0
308,300478.0
309,300478.0
310,300478.0
311,300478.0
312,300478.0
313,300478.0
314,300478.0
315,300478.0
316,300478.0
317,300478.0
318,300478.0
319,300478.0
320,300478.0
321,300478.0
322,300478.0
323,300478.0
324,300478.0
325,300478.0
326,300478.0
327,300478.0
328,300478.0
329,300478.0
330,300478.0
331,300478.0
332,300478.0
333,300478.0
334,300478.0
335,300478.0
336,300478.0
337,300478.0
338,300478.0
339,300478.0
340,300478.0
341,300478.0
342,300478.0
343,300478.0
344,300478.0
345,300478.0
346,300478.0
347,300478.0
348,300478.0
