step,bestf
0,294857.0
1,294857.0
2,294857.0
3,294857.0
4,294857.0
5,294857.0
6,294857.0
7,294857.0
8,294857.0
9,297300.0
10,297697.0
11,297697.0
12,297697.0
13,297697.0
14,297697.0
15,297697.0
16,297697.0
17,297697.0
18,297697.0
19,297697.0
20,297697.0
21,297855.0
22,297855.0
23,297855.0
24,297855.0
25,297855.0
26,297855.0
27,297855.0
28,297855.0
29,297855.0
30,297855.0
31,297855.0
32,297855.0
33,297855.0
34,297855.0
35,297855.0
36,297855.0
37,297855.0
38,297855.0
39,297855.0
40,299510.0
41,299510.0
42,299510.0
43,299510.0
44,299510.0
45,299510.0
46,299510.0
47,299510.0
48,299510.0
49,299510.0
50,299510.0
51,299510.0
52,299510.0
53,299510.0
54,299510.0
55,299510.0
56,299510.0
57,299510.0
58,299510.0
59,299510.0
60,299510.0
61,299510.0
62,299510.0
63,299510.0
64,299510.0
65,299510.0
66,299510.0
67,299510.0
68,299510.0
69,299510.0
70,299510.0
71,299510.0
72,299510.0
73,299510.0
74,299510.0
75,299510.0
76,299510.0
77,299510.0
78,299510.0
79,299510.0
80,299510.0
81,299510.0
82,299510.0
83,299510.0
84,299510.0
85,299510.0
86,299510.0
87,299510.0
88,299510.0
89,299510.0
90,299510.0
91,299510.0
92,299510.0
93,299510.0
94,299510.0
95,299510.0
96,299510.0
97,299510.0
98,299510.0
99,299510.0
100,299510.0
101,299510.0
102,299510.0
103,299510.0
104,299510.0
105,299510.0
106,299510.0
107,299510.0
108,299510.0
109,299510.0
110,299510.0
111,299510.0
112,299510.0
113,299510.0
114,299510.0
115,299510.0
116,299510.0
117,299510.0
118,299510.0
119,299510.0
120,299510.0
121,299510.0
122,299510.0
123,299510.0
124,299510.0
125,299510.0
126,299510.0
127,299510.0
128,299510.0
129,299510.0
130,299510.0
131,299510.0
132,299510.0
133,299510.0
134,299510.0
135,299510.0
136,299510.0
137,299510.0
138,299510.0
139,299510.0
140,299510.0
141,299510.0
142,299510.0
143,299570.0
144,299570.0
145,299570.0
146,299570.0
147,299570.0
148,299570.0
149,299570.0
150,299570.0
151,299570.0
152,299570.0
153,299570.0
154,299570.0
155,299629.0
156,299629.0
157,299629.0
158,299629.0
159,299629.0
160,299629.0
161,299629.0
162,299629.0
163,299629.0
164,299629.0
165,299629.0
166,299629.0
167,299629.0
168,299629.0
169,299629.0
170,299629.0
171,299629.0
172,299629.0
173,299629.0
174,299629.0
175,299629.0
176,299629.0
177,299629.0
178,299629.0
179,299629.0
180,299629.0
181,299629.0
182,299629.0
183,299629.0
184,299629.0
185,299629.0
186,299629.0
187,299912.0
188,299912.0
189,299912.0
190,299912.0
191,299912.0
192,299912.0
193,299912.0
194,299912.0
195,299912.0
196,299912.0
197,299912.0
198,299912.0
199,299912.0
200,299912.0
201,299912.0
202,299912.0
203,299912.0
204,299912.0
205,299912.0
206,299912.0
207,299912.0
208,299912.0
209,299912.0
210,299912.0
211,299912.0
212,299912.0
213,299912.0
214,299912.0
215,299912.0
216,299912.0
217,299912.0
218,299912.0
219,299912.0
220,299912.0
