step,bestf
0,299603.0
1,299603.0
2,299603.0
3,299603.0
4,299603.0
5,299603.0
6,299603.0
7,299603.0
8,299603.0
9,299603.0
10,299603.0
11,299603.0
12,299603.0
13,299603.0
14,299603.0
15,299603.0
16,299603.0
17,299603.0
18,299603.0
19,299603.0
20,299603.0
21,299603.0
22,299603.0
23,300351.0
24,300351.0
25,300351.0
26,300368.0
27,300368.0
28,300368.0
29,300368.0
30,300368.0
31,300368.0
32,300368.0
33,300368.0
34,300368.0
35,300368.0
36,300368.0
37,300368.0
38,300368.0
39,300368.0
40,300368.0
41,300368.0
42,300368.0
43,300368.0
44,300368.0
45,300368.0
46,300368.0
47,300368.0
48,300368.0
49,300368.0
50,300368.0
51,300368.0
52,300368.0
53,300368.0
54,300368.0
55,300368.0
56,300368.0
57,300368.0
58,300368.0
59,300368.0
60,300368.0
61,300368.0
62,300368.0
63,300368.0
64,300368.0
65,300368.0
66,300368.0
67,300368.0
68,300368.0
69,300368.0
70,300368.0
71,300368.0
72,300368.0
73,300368.0
74,300368.0
75,300368.0
76,300368.0
77,300368.0
78,300368.0
79,300368.0
80,300368.0
81,300368.0
82,300368.0
83,300368.0
84,300368.0
85,300368.0
86,300368.0
87,300368.0
88,300368.0
89,300368.0
90,300368.0
91,300368.0
92,300368.0
93,300368.0
94,300368.0
95,300368.0
96,300368.0
97,300368.0
98,300368.0
99,300368.0
100,300368.0
101,300368.0
102,300368.0
103,300368.0
104,300368.0
105,300368.0
106,300368.0
107,300368.0
108,300368.0
109,300368.0
110,300368.0
111,300368.0
112,300368.0
113,300368.0
114,300368.0
115,300368.0
116,300368.0
117,300368.0
118,300368.0
119,300368.0
120,300368.0
121,300368.0
122,300368.0
123,300368.0
124,300368.0
125,300368.0
126,300368.0
127,300368.0
128,300368.0
129,300368.0
130,300368.0
131,300368.0
132,300368.0
133,300368.0
134,300368.0
135,300368.0
136,300368.0
137,300368.0
138,300368.0
139,300368.0
140,300368.0
141,300368.0
142,300368.0
143,300368.0
144,300368.0
145,300368.0
146,300368.0
147,300368.0
148,300368.0
149,300368.0
150,300368.0
151,300368.0
152,300368.0
153,300394.0
154,300394.0
155,300394.0
156,300394.0
157,300394.0
158,300394.0
159,300394.0
160,300394.0
161,300394.0
162,300394.0
163,300394.0
164,300394.0
165,300394.0
166,300394.0
167,300394.0
168,300394.0
169,300394.0
170,300394.0
171,300394.0
172,300394.0
173,300394.0
174,300394.0
175,300433.0
176,300433.0
177,300433.0
178,300433.0
179,300433.0
180,300433.0
181,300433.0
182,300433.0
183,300433.0
184,300433.0
185,300433.0
186,300433.0
187,300433.0
188,300433.0
189,300433.0
190,300433.0
191,300433.0
192,300433.0
193,300433.0
194,300433.0
195,300433.0
196,300433.0
197,300433.0
198,300433.0
199,300433.0
200,300433.0
201,300433.0
202,300433.0
203,300433.0
204,300433.0
205,300433.0
206,300433.0
207,300433.0
208,300433.0
209,300433.0
210,300433.0
211,300433.0
212,300433.0
213,300433.0
214,300433.0
215,300433.0
216,300433.0
217,300433.0
218,300433.0
219,300433.0
220,300433.0
221,300433.0
222,300433.0
223,300433.0
224,300433.0
225,300433.0
226,300433.0
227,300433.0
228,300433.0
229,300433.0
230,300433.0
231,300433.0
232,300433.0
233,300433.0
234,300433.0
235,300433.0
236,300433.0
237,300433.0
238,300433.0
239,300433.0
240,300433.0
241,300433.0
242,300433.0
243,300433.0
244,300433.0
245,300433.0
246,300433.0
247,300433.0
248,300433.0
249,300433.0
