step,bestf
0,300492.0
1,300492.0
2,300492.0
3,300492.0
4,300492.0
5,300492.0
6,300492.0
7,300492.0
8,300492.0
9,300492.0
10,300492.0
11,300492.0
12,300492.0
13,300492.0
14,300492.0
15,300492.0
16,300492.0
17,300492.0
18,300492.0
19,300492.0
20,300492.0
21,300492.0
22,300492.0
23,300492.0
24,300492.0
25,300492.0
26,300492.0
27,300492.0
28,300492.0
29,300492.0
30,300492.0
31,300492.0
32,300492.0
33,300492.0
34,300492.0
35,300492.0
36,300492.0
37,300492.0
38,300492.0
39,300492.0
40,300492.0
41,300492.0
42,300492.0
43,300492.0
44,300492.0
45,300492.0
46,300492.0
47,300492.0
48,300492.0
49,300492.0
50,300492.0
51,300492.0
52,300492.0
53,300492.0
54,300492.0
55,300492.0
56,300492.0
57,300492.0
58,300492.0
59,300492.0
60,300492.0
61,300492.0
62,300492.0
63,300492.0
64,300492.0
65,300492.0
66,300492.0
67,300492.0
68,300492.0
69,300492.0
70,300492.0
71,300492.0
72,300492.0
73,300492.0
74,300492.0
75,300492.0
76,300492.0
77,300492.0
78,300492.0
79,300492.0
80,300492.0
81,300492.0
82,300492.0
83,300492.0
84,300492.0
85,300492.0
86,300492.0
87,300492.0
88,300492.0
89,300492.0
90,300492.0
91,300492.0
92,300492.0
93,300492.0
94,300492.0
95,300492.0
96,300492.0
97,300492.0
98,300492.0
99,300492.0
100,300492.0
101,300492.0
102,300492.0
103,300492.0
104,300492.0
105,300492.0
106,300492.0
107,300492.0
108,300492.0
109,300492.0
110,300492.0
111,300492.0
112,300492.0
113,300492.0
114,300492.0
115,300492.0
116,300492.0
117,300492.0
118,300492.0
119,300492.0
120,300492.0
121,300492.0
122,300492.0
123,300492.0
124,300492.0
125,300492.0
126,300492.0
127,300492.0
128,300492.0
129,300492.0
130,300492.0
131,300492.0
132,300492.0
133,300492.0
134,300492.0
135,300492.0
136,300492.0
137,300492.0
138,300492.0
139,300492.0
140,300492.0
141,300492.0
142,300492.0
143,300492.0
144,300492.0
145,300492.0
146,300492.0
147,300492.0
148,300492.0
149,300492.0
150,300492.0
151,300492.0
152,300492.0
153,300492.0
154,300492.0
155,300492.0
156,300492.0
157,300492.0
158,300492.0
159,300492.0
160,300492.0
161,300492.0
162,300492.0
163,300492.0
164,300492.0
165,300492.0
166,300492.0
167,300492.0
168,300492.0
169,300492.0
170,300492.0
171,300492.0
172,300492.0
173,300492.0
174,300492.0
175,300492.0
176,300492.0
177,300492.0
178,300492.0
179,300492.0
180,300492.0
181,300492.0
182,300492.0
183,300492.0
184,300492.0
185,300492.0
186,300492.0
187,300492.0
188,300492.0
189,300492.0
190,300492.0
191,300492.0
192,300492.0
193,300492.0
194,300492.0
195,300492.0
196,300492.0
197,300492.0
198,300492.0
199,300492.0
200,300492.0
201,300492.0
202,300492.0
203,300492.0
204,300492.0
205,300492.0
206,300492.0
207,300492.0
208,300492.0
209,300492.0
210,300492.0
211,300492.0
212,300492.0
213,300492.0
214,300492.0
215,300492.0
216,300492.0
217,300492.0
218,300492.0
219,300492.0
220,300492.0
221,300492.0
222,300492.0
223,300492.0
224,300492.0
225,300492.0
226,300492.0
227,300492.0
