step,bestf
0,300457.0
1,300457.0
2,300457.0
3,300457.0
4,300457.0
5,300457.0
6,300457.0
7,300457.0
8,300457.0
9,300457.0
10,300457.0
11,300457.0
12,300457.0
13,300457.0
14,300457.0
15,300457.0
16,300457.0
17,300457.0
18,300457.0
19,300457.0
20,300457.0
21,300457.0
22,300457.0
23,300457.0
24,300457.0
25,300457.0
26,300457.0
27,300457.0
28,300457.0
29,300457.0
30,300457.0
31,300457.0
32,300457.0
33,300457.0
34,300457.0
35,300457.0
36,300457.0
37,300457.0
38,300457.0
39,300457.0
40,300457.0
41,300457.0
42,300457.0
43,300457.0
44,300457.0
45,300457.0
46,300457.0
47,300457.0
48,300457.0
49,300457.0
50,300457.0
51,300457.0
52,300457.0
53,300457.0
54,300457.0
55,300457.0
56,300457.0
57,300457.0
58,300457.0
59,300457.0
60,300457.0
61,300457.0
62,300457.0
63,300457.0
64,300457.0
65,300457.0
66,300457.0
67,300457.0
68,300457.0
69,300457.0
70,300457.0
71,300457.0
72,300457.0
73,300457.0
74,300457.0
75,300457.0
76,300457.0
77,300457.0
78,300457.0
79,300457.0
80,300457.0
81,300457.0
82,300457.0
83,300457.0
84,300457.0
85,300457.0
86,300457.0
87,300457.0
88,300457.0
89,300457.0
90,300457.0
91,300457.0
92,300457.0
93,300457.0
94,300457.0
95,300457.0
96,300457.0
97,300457.0
98,300457.0
99,300457.0
100,300457.0
101,300457.0
102,300457.0
103,300457.0
104,300457.0
105,300457.0
106,300457.0
107,300457.0
108,300457.0
109,300457.0
110,300457.0
111,300457.0
112,300457.0
113,300457.0
114,300457.0
115,300457.0
116,300457.0
117,300457.0
118,300457.0
119,300457.0
120,300457.0
121,300457.0
122,300457.0
123,300457.0
124,300457.0
125,300457.0
126,300457.0
127,300457.0
128,300457.0
129,300457.0
130,300457.0
131,300457.0
132,300457.0
133,300457.0
134,300457.0
135,300457.0
136,300457.0
137,300457.0
138,300457.0
139,300457.0
140,300457.0
141,300457.0
142,300457.0
143,300457.0
144,300457.0
145,300457.0
146,300457.0
147,300457.0
148,300457.0
149,300457.0
150,300457.0
151,300457.0
152,300457.0
153,300457.0
154,300457.0
155,300457.0
156,300457.0
157,300457.0
158,300457.0
159,300457.0
160,300457.0
161,300457.0
162,300457.0
163,300457.0
164,300457.0
165,300457.0
166,300457.0
167,300457.0
168,300457.0
169,300457.0
170,300457.0
171,300457.0
172,300457.0
173,300457.0
174,300457.0
175,300457.0
176,300457.0
177,300457.0
178,300457.0
179,300457.0
180,300457.0
181,300457.0
182,300457.0
183,300457.0
184,300457.0
185,300457.0
186,300457.0
187,300457.0
188,300457.0
189,300457.0
190,300457.0
191,300457.0
192,300457.0
193,300457.0
194,300457.0
195,300457.0
196,300457.0
197,300457.0
198,300457.0
199,300457.0
200,300457.0
201,300457.0
202,300457.0
203,300457.0
204,300457.0
205,300457.0
206,300457.0
207,300457.0
208,300457.0
209,300457.0
210,300457.0
211,300457.0
212,300457.0
213,300457.0
214,300457.0
215,300457.0
216,300457.0
217,300457.0
218,300457.0
219,300457.0
220,300457.0
221,300457.0
222,300457.0
223,300457.0
224,300457.0
225,300457.0
226,300457.0
227,300457.0
228,300457.0
229,300457.0
230,300457.0
231,300457.0
232,300457.0
233,300457.0
234,300457.0
235,300457.0
236,300457.0
237,300457.0
238,300457.0
239,300457.0
240,300457.0
241,300457.0
242,300457.0
243,300457.0
244,300457.0
245,300457.0
246,300457.0
247,300457.0
248,300457.0
249,300457.0
250,300457.0
251,300457.0
252,300457.0
253,300457.0
254,300457.0
255,300457.0
256,300457.0
257,300457.0
258,300457.0
259,300457.0
260,300457.0
261,300457.0
262,300457.0
263,300457.0
264,300457.0
265,300457.0
266,300457.0
267,300457.0
268,300457.0
269,300457.0
270,300457.0
271,300457.0
272,300457.0
273,300457.0
274,300457.0
275,300457.0
276,300457.0
277,300457.0
278,300457.0
279,300457.0
280,300457.0
281,300457.0
282,300457.0
283,300457.0
284,300457.0
285,300457.0
286,300457.0
287,300457.0
288,300457.0
289,300457.0
290,300457.0
291,300457.0
292,300457.0
293,300457.0
294,300457.0
295,300457.0
296,300457.0
297,300457.0
298,300457.0
299,300457.0
300,300457.0
301,300457.0
302,300457.0
303,300457.0
304,300457.0
305,300457.0
306,300457.0
307,300457.0
308,300457.0
309,300457.0
310,300457.0
311,300457.0
312,300457.0
313,300457.0
314,300457.0
315,300457.0
316,300457.0
317,300457.0
318,300457.0
319,300457.0
320,300457.0
321,300457.0
322,300457.0
323,300457.0
324,300457.0
325,300457.0
326,300457.0
327,300457.0
328,300457.0
329,300457.0
330,300457.0
331,300457.0
332,300457.0
333,300457.0
334,300457.0
335,300457.0
336,300457.0
337,300457.0
338,300457.0
339,300457.0
340,300457.0
341,300457.0
342,300457.0
343,300457.0
344,300457.0
345,300457.0
346,300457.0
347,300457.0
348,300457.0
349,300457.0
350,300457.0
351,300457.0
352,300457.0
353,300457.0
354,300457.0
355,300457.0
356,300457.0
357,300457.0
358,300457.0
359,300457.0
360,300457.0
361,300457.0
362,300457.0
363,300457.0
364,300457.0
365,300457.0
366,300457.0
367,300457.0
368,300457.0
369,300457.0
370,300457.0
371,300457.0
372,300457.0
373,300457.0
374,300457.0
375,300457.0
376,300457.0
377,300457.0
378,300457.0
379,300457.0
380,300457.0
381,300457.0
382,300457.0
383,300457.0
384,300457.0
385,300457.0
386,300457.0
387,300457.0
388,300457.0
389,300457.0
390,300457.0
391,300457.0
392,300457.0
393,300457.0
394,300457.0
395,300457.0
396,300457.0
397,300457.0
398,300457.0
399,300457.0
400,300457.0
401,300457.0
402,300457.0
403,300457.0
404,300457.0
405,300457.0
406,300457.0
407,300457.0
408,300457.0
409,300457.0
410,300457.0
411,300457.0
412,300457.0
413,300457.0
414,300457.0
415,300457.0
416,300457.0
417,300457.0
418,300457.0
419,300457.0
420,300457.0
421,300457.0
422,300457.0
423,300457.0
424,300457.0
425,300457.0
426,300457.0
427,300457.0
428,300457.0
429,300457.0
430,300457.0
431,300457.0
432,300457.0
433,300457.0
434,300457.0
435,300457.0
436,300457.0
437,300457.0
438,300457.0
439,300457.0
440,300457.0
441,300457.0
442,300457.0
443,300457.0
444,300457.0
445,300457.0
446,300457.0
447,300457.0
448,300457.0
449,300457.0
450,300457.0
451,300457.0
452,300457.0
453,300457.0
454,300457.0
455,300457.0
456,300457.0
457,300457.0
458,300457.0
459,300457.0
460,300457.0
461,300457.0
462,300457.0
463,300457.0
464,300457.0
465,300457.0
466,300457.0
467,300457.0
468,300457.0
469,300457.0
470,300457.0
471,300457.0
472,300457.0
473,300457.0
474,300457.0
475,300457.0
476,300457.0
477,300457.0
478,300457.0
479,300457.0
480,300457.0
481,300457.0
482,300457.0
483,300457.0
484,300457.0
485,300457.0
486,300457.0
487,300457.0
488,300457.0
489,300457.0
