step,bestf
0,299556.0
1,299556.0
2,299556.0
3,299556.0
4,299556.0
5,299556.0
6,299556.0
7,299556.0
8,299556.0
9,299556.0
10,299556.0
11,299556.0
12,299556.0
13,299556.0
14,299556.0
15,299556.0
16,299556.0
17,299556.0
18,299556.0
19,299556.0
20,299556.0
21,299556.0
22,299556.0
23,299556.0
24,299556.0
25,299556.0
26,299556.0
27,299556.0
28,299556.0
29,299556.0
30,299556.0
31,299556.0
32,299556.0
33,299556.0
34,299556.0
35,299556.0
36,299556.0
37,299556.0
38,299556.0
39,299556.0
40,299556.0
41,299556.0
42,299556.0
43,299556.0
44,299556.0
45,299556.0
46,299556.0
47,299556.0
48,299556.0
49,299556.0
50,299556.0
51,299556.0
52,299556.0
53,299556.0
54,299556.0
55,299556.0
56,299556.0
57,299556.0
58,299556.0
59,299556.0
60,299556.0
61,299556.0
62,299556.0
63,299556.0
64,299556.0
65,299556.0
66,299556.0
67,299556.0
68,299556.0
69,299556.0
70,299556.0
71,299556.0
72,299556.0
73,299556.0
74,299556.0
75,299556.0
76,299556.0
77,299556.0
78,299556.0
79,299556.0
80,299556.0
81,299556.0
82,299556.0
83,299556.0
84,299556.0
85,299556.0
86,299556.0
87,299556.0
88,299556.0
89,299556.0
90,299556.0
91,299556.0
92,299556.0
93,299556.0
94,299556.0
95,299556.0
96,299556.0
97,299556.0
98,299556.0
99,299556.0
100,299556.0
101,299556.0
102,299556.0
103,299556.0
104,299556.0
105,299556.0
106,299556.0
107,299556.0
108,299556.0
109,299556.0
110,299556.0
111,299556.0
112,299556.0
113,299556.0
114,299556.0
115,299556.0
116,299556.0
117,299556.0
118,299556.0
119,299556.0
120,299556.0
121,299556.0
122,299556.0
123,299556.0
124,299556.0
125,299556.0
126,299556.0
127,299556.0
128,299556.0
129,299556.0
130,299556.0
131,299556.0
132,299556.0
133,299556.0
134,299556.0
135,299556.0
136,299556.0
137,299556.0
138,299556.0
139,299556.0
140,299556.0
141,299556.0
142,299556.0
143,299556.0
144,299556.0
145,299556.0
146,299556.0
147,299556.0
148,299556.0
149,300177.0
150,300177.0
151,300177.0
152,300177.0
153,300177.0
154,300177.0
155,300177.0
156,300177.0
157,300177.0
158,300177.0
159,300177.0
160,300177.0
161,300177.0
162,300177.0
163,300177.0
164,300177.0
165,300177.0
166,300177.0
167,300177.0
168,300177.0
169,300177.0
170,300177.0
171,300177.0
172,300177.0
173,300177.0
174,300177.0
175,300177.0
176,300177.0
177,300177.0
178,300177.0
179,300177.0
180,300177.0
181,300177.0
182,300177.0
183,300177.0
184,300177.0
185,300177.0
186,300177.0
187,300177.0
188,300177.0
189,300177.0
190,300177.0
191,300177.0
192,300177.0
193,300177.0
194,300177.0
195,300177.0
196,300177.0
197,300177.0
198,300177.0
199,300177.0
200,300177.0
201,300177.0
202,300177.0
203,300177.0
204,300177.0
205,300177.0
206,300177.0
207,300177.0
208,300177.0
209,300177.0
210,300177.0
211,300177.0
212,300177.0
213,300177.0
214,300177.0
215,300177.0
216,300177.0
217,300177.0
218,300177.0
219,300177.0
220,300177.0
221,300177.0
222,300177.0
223,300177.0
224,300177.0
225,300177.0
226,300177.0
227,300177.0
228,300177.0
229,300177.0
230,300177.0
231,300177.0
232,300177.0
233,300177.0
234,300177.0
235,300177.0
236,300177.0
237,300177.0
238,300177.0
239,300177.0
240,300177.0
241,300177.0
242,300177.0
243,300177.0
244,300177.0
245,300177.0
246,300177.0
247,300177.0
248,300177.0
249,300177.0
250,300177.0
251,300177.0
252,300177.0
253,300177.0
254,300177.0
255,300177.0
256,300177.0
257,300177.0
258,300177.0
259,300177.0
260,300177.0
261,300177.0
262,300177.0
263,300177.0
264,300177.0
265,300177.0
266,300177.0
267,300177.0
268,300177.0
269,300177.0
270,300177.0
271,300177.0
272,300177.0
273,300177.0
274,300177.0
275,300177.0
276,300177.0
277,300177.0
278,300177.0
279,300177.0
280,300177.0
281,300177.0
282,300177.0
283,300177.0
284,300177.0
285,300177.0
286,300177.0
287,300177.0
288,300177.0
289,300177.0
290,300177.0
291,300177.0
292,300177.0
293,300177.0
294,300177.0
295,300177.0
296,300177.0
297,300177.0
298,300177.0
299,300177.0
300,300177.0
301,300177.0
302,300177.0
303,300177.0
304,300177.0
305,300177.0
306,300177.0
307,300177.0
308,300177.0
309,300177.0
310,300177.0
311,300177.0
312,300177.0
313,300177.0
314,300177.0
315,300177.0
316,300332.0
317,300332.0
318,300332.0
319,300332.0
320,300332.0
321,300332.0
322,300332.0
323,300332.0
324,300332.0
325,300332.0
326,300332.0
327,300332.0
328,300332.0
329,300332.0
330,300332.0
331,300332.0
332,300332.0
333,300332.0
334,300332.0
335,300332.0
336,300332.0
337,300332.0
338,300332.0
339,300332.0
340,300332.0
341,300332.0
342,300332.0
343,300332.0
344,300332.0
345,300332.0
346,300332.0
347,300332.0
348,300332.0
349,300332.0
350,300332.0
351,300332.0
352,300332.0
353,300332.0
354,300332.0
355,300332.0
356,300332.0
357,300332.0
358,300332.0
359,300332.0
360,300332.0
361,300332.0
