step,bestf
0,300327.0
1,300327.0
2,300327.0
3,300327.0
4,300327.0
5,300327.0
6,300327.0
7,300327.0
8,300327.0
9,300327.0
10,300327.0
11,300327.0
12,300327.0
13,300327.0
14,300327.0
15,300327.0
16,300327.0
17,300327.0
18,300327.0
19,300327.0
20,300327.0
21,300327.0
22,300327.0
23,300327.0
24,300327.0
25,300327.0
26,300327.0
27,300327.0
28,300327.0
29,300327.0
30,300327.0
31,300327.0
32,300327.0
33,300429.0
34,300429.0
35,300429.0
36,300429.0
37,300429.0
38,300429.0
39,300429.0
40,300429.0
41,300429.0
42,300429.0
43,300429.0
44,300429.0
45,300429.0
46,300429.0
47,300429.0
48,300429.0
49,300429.0
50,300429.0
51,300429.0
52,300429.0
53,300429.0
54,300429.0
55,300429.0
56,300429.0
57,300429.0
58,300429.0
59,300429.0
60,300429.0
61,300429.0
62,300429.0
63,300429.0
64,300429.0
65,300429.0
66,300429.0
67,300429.0
68,300429.0
69,300429.0
70,300429.0
71,300429.0
72,300429.0
73,300429.0
74,300429.0
75,300429.0
76,300429.0
77,300429.0
78,300429.0
79,300429.0
80,300429.0
81,300429.0
82,300429.0
83,300429.0
84,300429.0
85,300429.0
86,300429.0
87,300429.0
88,300429.0
89,300429.0
90,300429.0
91,300429.0
92,300429.0
93,300429.0
94,300429.0
95,300429.0
96,300429.0
97,300429.0
98,300429.0
99,300429.0
100,300429.0
101,300429.0
102,300429.0
103,300429.0
104,300429.0
105,300429.0
106,300429.0
107,300429.0
108,300429.0
109,300429.0
110,300429.0
111,300429.0
112,300429.0
113,300429.0
114,300429.0
115,300429.0
116,300429.0
117,300429.0
118,300429.0
119,300429.0
120,300429.0
121,300429.0
122,300429.0
123,300429.0
124,300429.0
125,300429.0
126,300429.0
127,300429.0
128,300429.0
129,300429.0
130,300429.0
131,300429.0
132,300429.0
133,300429.0
134,300429.0
135,300429.0
136,300429.0
137,300429.0
138,300429.0
139,300429.0
140,300429.0
141,300429.0
142,300429.0
143,300429.0
144,300429.0
145,300429.0
146,300429.0
147,300429.0
148,300429.0
149,300429.0
150,300429.0
151,300429.0
152,300429.0
153,300429.0
154,300429.0
155,300429.0
156,300429.0
157,300429.0
158,300429.0
159,300429.0
160,300429.0
161,300429.0
162,300429.0
163,300429.0
164,300429.0
165,300429.0
166,300429.0
167,300429.0
168,300429.0
169,300429.0
170,300429.0
171,300429.0
172,300429.0
173,300429.0
174,300429.0
175,300429.0
176,300429.0
177,300429.0
178,300429.0
179,300429.0
180,300429.0
181,300429.0
182,300429.0
183,300429.0
184,300429.0
185,300429.0
186,300429.0
187,300429.0
188,300429.0
189,300429.0
190,300429.0
191,300429.0
192,300429.0
193,300429.0
194,300429.0
195,300429.0
196,300429.0
197,300429.0
198,300429.0
199,300429.0
200,300429.0
201,300429.0
202,300429.0
203,300429.0
204,300429.0
205,300429.0
206,300429.0
207,300429.0
208,300429.0
209,300429.0
210,300429.0
211,300429.0
212,300429.0
213,300429.0
214,300429.0
215,300429.0
216,300429.0
217,300429.0
218,300429.0
219,300429.0
220,300429.0
221,300429.0
222,300429.0
223,300429.0
224,300429.0
225,300429.0
226,300429.0
227,300429.0
228,300429.0
229,300429.0
230,300429.0
231,300429.0
232,300429.0
233,300429.0
234,300429.0
235,300429.0
236,300429.0
237,300429.0
238,300429.0
239,300429.0
240,300429.0
241,300429.0
242,300429.0
243,300429.0
244,300429.0
245,300429.0
246,300429.0
247,300429.0
248,300429.0
249,300429.0
250,300429.0
251,300429.0
252,300429.0
253,300429.0
254,300429.0
255,300429.0
256,300429.0
257,300429.0
258,300429.0
259,300429.0
260,300429.0
261,300429.0
262,300429.0
263,300429.0
264,300429.0
265,300429.0
266,300429.0
267,300429.0
268,300429.0
269,300429.0
270,300429.0
271,300429.0
272,300429.0
273,300429.0
274,300429.0
275,300429.0
276,300429.0
277,300429.0
278,300429.0
279,300429.0
280,300429.0
281,300429.0
282,300429.0
283,300429.0
284,300429.0
285,300429.0
286,300429.0
287,300429.0
288,300429.0
289,300429.0
290,300429.0
291,300429.0
292,300429.0
293,300429.0
294,300429.0
295,300429.0
296,300429.0
297,300429.0
298,300429.0
299,300429.0
300,300429.0
301,300429.0
302,300429.0
303,300429.0
304,300429.0
305,300429.0
306,300429.0
307,300429.0
308,300429.0
309,300429.0
310,300429.0
311,300429.0
312,300429.0
313,300429.0
314,300429.0
315,300429.0
316,300429.0
317,300429.0
318,300429.0
319,300429.0
320,300429.0
321,300429.0
322,300429.0
323,300429.0
324,300429.0
325,300429.0
326,300429.0
327,300429.0
328,300429.0
329,300429.0
330,300429.0
331,300429.0
332,300429.0
333,300429.0
334,300429.0
335,300429.0
336,300429.0
337,300429.0
338,300429.0
339,300429.0
340,300429.0
341,300429.0
342,300429.0
343,300429.0
344,300429.0
345,300429.0
346,300429.0
347,300429.0
348,300429.0
349,300429.0
350,300429.0
351,300429.0
352,300429.0
353,300429.0
354,300429.0
355,300429.0
356,300429.0
357,300429.0
358,300429.0
359,300429.0
360,300429.0
361,300429.0
362,300429.0
363,300429.0
364,300429.0
365,300429.0
366,300429.0
367,300429.0
368,300429.0
369,300429.0
370,300429.0
371,300429.0
372,300429.0
373,300429.0
374,300429.0
375,300429.0
376,300429.0
377,300429.0
378,300429.0
379,300429.0
380,300429.0
381,300429.0
382,300429.0
383,300429.0
384,300429.0
385,300429.0
386,300429.0
387,300429.0
388,300429.0
389,300429.0
390,300429.0
391,300429.0
392,300429.0
393,300429.0
394,300429.0
395,300429.0
396,300429.0
397,300429.0
