exec,step,fitness
23,610,300321.0
23,611,300321.0
23,612,300321.0
23,613,300321.0
23,614,300321.0
23,615,300321.0
23,616,300321.0
23,617,300321.0
23,618,300321.0
23,619,300321.0
23,620,300321.0
23,621,300321.0
23,622,300321.0
23,623,300321.0
23,624,300321.0
23,625,300321.0
23,626,300321.0
23,627,300321.0
23,628,300321.0
23,629,300321.0
23,630,300321.0
23,631,300321.0
23,632,300468.0
23,633,300468.0
23,634,300468.0
23,635,300468.0
23,636,300468.0
23,637,300468.0
23,638,300468.0
23,639,300468.0
23,640,300468.0
23,641,300468.0
23,642,300468.0
23,643,300468.0
23,644,300468.0
23,645,300468.0
23,646,300468.0
23,647,300468.0
23,648,300468.0
23,649,300468.0
23,650,300468.0
23,651,300468.0
23,652,300468.0
23,653,300468.0
23,654,300468.0
23,655,300468.0
23,656,300468.0
23,657,300468.0
23,658,300468.0
23,659,300468.0
23,660,300468.0
23,661,300468.0
23,662,300468.0
23,663,300468.0
23,664,300468.0
23,665,300468.0
23,666,300468.0
23,667,300468.0
23,668,300468.0
23,669,300468.0
23,670,300468.0
23,671,300468.0
23,672,300468.0
23,673,300468.0
23,674,300468.0
23,675,300468.0
23,676,300468.0
23,677,300468.0
23,678,300468.0
23,679,300468.0
23,680,300468.0
23,681,300468.0
23,682,300468.0
23,683,300468.0
23,684,300468.0
23,685,300468.0
23,686,300468.0
23,687,300468.0
23,688,300468.0
23,689,300468.0
23,690,300468.0
23,691,300468.0
23,692,300468.0
23,693,300468.0
23,694,300468.0
23,695,300468.0
23,696,300468.0
23,697,300468.0
23,698,300468.0
23,699,300468.0
23,700,300468.0
23,701,300468.0
23,702,300468.0
23,703,300468.0
23,704,300468.0
23,705,300468.0
23,706,300468.0
23,707,300468.0
23,708,300468.0
23,709,300468.0
23,710,300468.0
23,711,300468.0
23,712,300468.0
23,713,300468.0
23,714,300468.0
23,715,300468.0
23,716,300468.0
23,717,300468.0
23,718,300468.0
23,719,300468.0
23,720,300468.0
23,721,300468.0
23,722,300468.0
23,723,300468.0
23,724,300468.0
23,725,300468.0
23,726,300468.0
23,727,300468.0
23,728,300468.0
23,729,300468.0
23,730,300468.0
23,731,300468.0
23,732,300468.0
23,733,300468.0
23,734,300468.0
23,735,300468.0
23,736,300468.0
23,737,300468.0
23,738,300468.0
23,739,300468.0
23,740,300468.0
23,741,300468.0
23,742,300468.0
23,743,300468.0
23,744,300468.0
23,745,300468.0
23,746,300468.0
23,747,300468.0
23,748,300468.0
23,749,300468.0
23,750,300468.0
23,751,300468.0
23,752,300468.0
23,753,300468.0
23,754,300468.0
23,755,300468.0
23,756,300468.0
23,757,300468.0
23,758,300468.0
23,759,300468.0
23,760,300468.0
23,761,300468.0
23,762,300468.0
23,763,300468.0
23,764,300468.0
23,765,300468.0
23,766,300468.0
23,767,300468.0
23,768,300468.0
23,769,300468.0
23,770,300468.0
23,771,300468.0
23,772,300468.0
23,773,300468.0
23,774,300468.0
23,775,300468.0
23,776,300468.0
23,777,300468.0
23,778,300468.0
23,779,300468.0
23,780,300468.0
23,781,300468.0
23,782,300468.0
23,783,300468.0
23,784,300468.0
23,785,300468.0
23,786,300468.0
23,787,300468.0
23,788,300468.0
23,789,300468.0
23,790,300468.0
23,791,300468.0
23,792,300468.0
23,793,300468.0
23,794,300468.0
23,795,300468.0
23,796,300468.0
23,797,300468.0
23,798,300468.0
23,799,300468.0
23,800,300468.0
23,801,300468.0
23,802,300468.0
23,803,300468.0
23,804,300468.0
23,805,300468.0
23,806,300468.0
23,807,300468.0
23,808,300468.0
23,809,300468.0
23,810,300468.0
23,811,300468.0
23,812,300468.0
23,813,300468.0
23,814,300468.0
23,815,300468.0
23,816,300468.0
23,817,300468.0
23,818,300468.0
23,819,300468.0
23,820,300468.0
23,821,300468.0
23,822,300468.0
23,823,300468.0
23,824,300468.0
23,825,300468.0
23,826,300468.0
23,827,300468.0
23,828,300468.0
23,829,300468.0
23,830,300468.0
23,831,300468.0
23,832,300468.0
23,833,300468.0
23,834,300468.0
23,835,300468.0
23,836,300468.0
23,837,300468.0
23,838,300468.0
23,839,300468.0
23,840,300468.0
23,841,300468.0
23,842,300468.0
23,843,300468.0
23,844,300468.0
23,845,300468.0
23,846,300468.0
23,847,300468.0
23,848,300468.0
23,849,300468.0
23,850,300468.0
23,851,300468.0
23,852,300468.0
23,853,300468.0
23,854,300468.0
23,855,300468.0
23,856,300468.0
23,857,300495.0
23,858,300495.0
23,859,300495.0
23,860,300495.0
23,861,300495.0
23,862,300495.0
23,863,300495.0
23,864,300495.0
23,865,300495.0
23,866,300495.0
23,867,300495.0
23,868,300495.0
23,869,300495.0
23,870,300495.0
23,871,300495.0
23,872,300495.0
23,873,300495.0
23,874,300495.0
23,875,300495.0
23,876,300495.0
23,877,300495.0
23,878,300495.0
23,879,300495.0
23,880,300495.0
23,881,300495.0
23,882,300495.0
23,883,300495.0
23,884,300495.0
23,885,300495.0
23,886,300495.0
23,887,300495.0
23,888,300495.0
23,889,300495.0
23,890,300495.0
23,891,300495.0
23,892,300495.0
23,893,300495.0
23,894,300495.0
23,895,300495.0
23,896,300495.0
23,897,300495.0
23,898,300495.0
23,899,300495.0
23,900,300495.0
23,901,300495.0
23,902,300495.0
23,903,300495.0
23,904,300495.0
23,905,300495.0
23,906,300495.0
23,907,300495.0
23,908,300495.0
23,909,300495.0
23,910,300495.0
23,911,300495.0
23,912,300495.0
23,913,300495.0
23,914,300495.0
23,915,300495.0
23,916,300495.0
23,917,300495.0
23,918,300495.0
23,919,300495.0
23,920,300495.0
23,921,300495.0
23,922,300495.0
23,923,300495.0
23,924,300495.0
23,925,300495.0
23,926,300495.0
23,927,300495.0
23,928,300495.0
23,929,300495.0
23,930,300495.0
23,931,300495.0
23,932,300495.0
23,933,300495.0
23,934,300495.0
23,935,300495.0
23,936,300495.0
23,937,300495.0
23,938,300495.0
23,939,300495.0
23,940,300495.0
23,941,300495.0
23,942,300495.0
23,943,300495.0
23,944,300495.0
23,945,300495.0
23,946,300495.0
23,947,300495.0
23,948,300495.0
23,949,300495.0
23,950,300495.0
23,951,300495.0
23,952,300495.0
23,953,300495.0
23,954,300495.0
23,955,300495.0
23,956,300495.0
23,957,300495.0
23,958,300495.0
23,959,300495.0
23,960,300495.0
23,961,300495.0
23,962,300495.0
23,963,300495.0
23,964,300495.0
23,965,300495.0
23,966,300495.0
23,967,300495.0
23,968,300495.0
23,969,300495.0
23,970,300495.0
23,971,300495.0
23,972,300495.0
23,973,300495.0
23,974,300495.0
23,975,300495.0
23,976,300495.0
23,977,300495.0
23,978,300495.0
23,979,300495.0
23,980,300495.0
23,981,300495.0
23,982,300495.0
23,983,300495.0
23,984,300495.0
23,985,300495.0
23,986,300495.0
23,987,300495.0
23,988,300495.0
23,989,300495.0
23,990,300495.0
23,991,300495.0
23,992,300495.0
23,993,300495.0
23,994,300495.0
23,995,300495.0
23,996,300495.0
23,997,300495.0
23,998,300495.0
23,999,300495.0
23,1000,300495.0
23,1001,300495.0
23,1002,300495.0
23,1003,300495.0
23,1004,300495.0
23,1005,300495.0
23,1006,300495.0
23,1007,300495.0
23,1008,300495.0
23,1009,300495.0
23,1010,300495.0
23,1011,300495.0
23,1012,300495.0
23,1013,300495.0
23,1014,300495.0
23,1015,300495.0
23,1016,300495.0
23,1017,300495.0
23,1018,300495.0
23,1019,300495.0
23,1020,300495.0
23,1021,300495.0
23,1022,300495.0
23,1023,300495.0
23,1024,300495.0
23,1025,300495.0
23,1026,300495.0
23,1027,300495.0
23,1028,300495.0
23,1029,300495.0
23,1030,300495.0
23,1031,300495.0
23,1032,300495.0
23,1033,300495.0
23,1034,300495.0
23,1035,300495.0
23,1036,300495.0
23,1037,300495.0
23,1038,300495.0
23,1039,300495.0
23,1040,300495.0
23,1041,300495.0
23,1042,300495.0
23,1043,300495.0
23,1044,300495.0
23,1045,300495.0
23,1046,300495.0
23,1047,300495.0
23,1048,300495.0
23,1049,300495.0
23,1050,300495.0
23,1051,300495.0
23,1052,300495.0
23,1053,300495.0
23,1054,300495.0
23,1055,300495.0
23,1056,300495.0
23,1057,300495.0
23,1058,300495.0
23,1059,300495.0
23,1060,300495.0
23,1061,300495.0
23,1062,300495.0
23,1063,300495.0
23,1064,300495.0
23,1065,300495.0
23,1066,300495.0
23,1067,300495.0
23,1068,300495.0
23,1069,300495.0
23,1070,300495.0
23,1071,300495.0
23,1072,300495.0
23,1073,300495.0
23,1074,300495.0
23,1075,300495.0
23,1076,300495.0
23,1077,300495.0
23,1078,300495.0
23,1079,300495.0
23,1080,300495.0
23,1081,300495.0
23,1082,300495.0
23,1083,300495.0
23,1084,300495.0
23,1085,300495.0
23,1086,300495.0
23,1087,300495.0
23,1088,300495.0
23,1089,300495.0
23,1090,300495.0
23,1091,300495.0
23,1092,300495.0
23,1093,300495.0
23,1094,300495.0
23,1095,300495.0
23,1096,300495.0
23,1097,300495.0
23,1098,300495.0
23,1099,300495.0
23,1100,300495.0
23,1101,300495.0
23,1102,300495.0
23,1103,300495.0
23,1104,300495.0
23,1105,300495.0
23,1106,300495.0
23,1107,300495.0
23,1108,300495.0
23,1109,300495.0
23,1110,300495.0
23,1111,300495.0
23,1112,300495.0
23,1113,300495.0
23,1114,300495.0
23,1115,300495.0
23,1116,300495.0
23,1117,300495.0
23,1118,300495.0
23,1119,300495.0
23,1120,300495.0
23,1121,300495.0
23,1122,300495.0
23,1123,300495.0
23,1124,300495.0
23,1125,300495.0
23,1126,300495.0
23,1127,300495.0
23,1128,300495.0
23,1129,300495.0
23,1130,300495.0
23,1131,300495.0
23,1132,300495.0
23,1133,300495.0
23,1134,300495.0
23,1135,300495.0
23,1136,300495.0
23,1137,300495.0
23,1138,300495.0
23,1139,300495.0
23,1140,300495.0
23,1141,300495.0
23,1142,300495.0
23,1143,300495.0
23,1144,300495.0
23,1145,300495.0
23,1146,300495.0
23,1147,300495.0
23,1148,300495.0
23,1149,300495.0
23,1150,300495.0
23,1151,300495.0
23,1152,300495.0
23,1153,300495.0
23,1154,300495.0
23,1155,300495.0
23,1156,300495.0
23,1157,300495.0
23,1158,300495.0
23,1159,300495.0
23,1160,300495.0
23,1161,300495.0
23,1162,300495.0
23,1163,300495.0
23,1164,300495.0
23,1165,300495.0
23,1166,300495.0
23,1167,300495.0
23,1168,300495.0
23,1169,300495.0
23,1170,300495.0
23,1171,300495.0
23,1172,300495.0
23,1173,300495.0
23,1174,300495.0
23,1175,300495.0
23,1176,300495.0
23,1177,300495.0
23,1178,300495.0
23,1179,300495.0
23,1180,300495.0
23,1181,300495.0
23,1182,300495.0
23,1183,300495.0
23,1184,300495.0
23,1185,300495.0
23,1186,300495.0
23,1187,300495.0
23,1188,300495.0
23,1189,300495.0
23,1190,300495.0
23,1191,300495.0
23,1192,300495.0
23,1193,300495.0
23,1194,300495.0
23,1195,300495.0
23,1196,300495.0
23,1197,300495.0
23,1198,300495.0
23,1199,300495.0
23,1200,300495.0
23,1201,300495.0
23,1202,300495.0
23,1203,300495.0
23,1204,300495.0
23,1205,300495.0
23,1206,300495.0
23,1207,300495.0
23,1208,300495.0
23,1209,300495.0
23,1210,300495.0
23,1211,300495.0
23,1212,300495.0
23,1213,300495.0
23,1214,300495.0
23,1215,300495.0
23,1216,300495.0
23,1217,300495.0
23,1218,300495.0
23,1219,300495.0
23,1220,300495.0
23,1221,300495.0
23,1222,300495.0
23,1223,300495.0
23,1224,300495.0
23,1225,300495.0
23,1226,300495.0
23,1227,300495.0
23,1228,300495.0
23,1229,300495.0
23,1230,300495.0
23,1231,300495.0
23,1232,300495.0
23,1233,300495.0
23,1234,300495.0
23,1235,300495.0
23,1236,300495.0
23,1237,300495.0
23,1238,300495.0
23,1239,300495.0
23,1240,300495.0
23,1241,300495.0
23,1242,300495.0
23,1243,300495.0
23,1244,300495.0
23,1245,300495.0
23,1246,300495.0
23,1247,300495.0
23,1248,300495.0
23,1249,300495.0
23,1250,300495.0
23,1251,300495.0
23,1252,300495.0
23,1253,300495.0
23,1254,300495.0
23,1255,300495.0
23,1256,300495.0
23,1257,300495.0
23,1258,300495.0
23,1259,300495.0
23,1260,300495.0
23,1261,300495.0
23,1262,300495.0
23,1263,300495.0
23,1264,300495.0
23,1265,300495.0
23,1266,300495.0
23,1267,300495.0
23,1268,300495.0
23,1269,300495.0
23,1270,300495.0
23,1271,300495.0
23,1272,300495.0
23,1273,300495.0
23,1274,300495.0
23,1275,300495.0
23,1276,300495.0
23,1277,300495.0
23,1278,300495.0
23,1279,300495.0
23,1280,300495.0
23,1281,300495.0
23,1282,300495.0
23,1283,300495.0
23,1284,300495.0
23,1285,300495.0
23,1286,300495.0
23,1287,300495.0
23,1288,300495.0
23,1289,300495.0
23,1290,300495.0
23,1291,300495.0
23,1292,300495.0
23,1293,300495.0
23,1294,300495.0
23,1295,300495.0
23,1296,300495.0
23,1297,300495.0
23,1298,300495.0
23,1299,300495.0
23,1300,300495.0
23,1301,300495.0
23,1302,300495.0
23,1303,300495.0
23,1304,300495.0
23,1305,300495.0
23,1306,300495.0
23,1307,300495.0
23,1308,300495.0
23,1309,300495.0
23,1310,300495.0
23,1311,300495.0
23,1312,300495.0
23,1313,300495.0
23,1314,300495.0
23,1315,300495.0
23,1316,300495.0
23,1317,300495.0
23,1318,300495.0
23,1319,300495.0
23,1320,300495.0
23,1321,300495.0
23,1322,300495.0
23,1323,300495.0
23,1324,300495.0
23,1325,300495.0
23,1326,300495.0
23,1327,300495.0
23,1328,300495.0
23,1329,300495.0
23,1330,300495.0
23,1331,300495.0
23,1332,300495.0
23,1333,300495.0
23,1334,300495.0
23,1335,300495.0
23,1336,300495.0
23,1337,300495.0
23,1338,300495.0
23,1339,300495.0
23,1340,300495.0
23,1341,300495.0
23,1342,300495.0
23,1343,300495.0
23,1344,300495.0
23,1345,300495.0
23,1346,300495.0
23,1347,300495.0
23,1348,300495.0
23,1349,300495.0
23,1350,300495.0
23,1351,300495.0
23,1352,300495.0
23,1353,300495.0
23,1354,300495.0
23,1355,300495.0
23,1356,300495.0
23,1357,300495.0
23,1358,300495.0
23,1359,300495.0
23,1360,300495.0
23,1361,300495.0
23,1362,300495.0
23,1363,300495.0
23,1364,300495.0
23,1365,300495.0
23,1366,300495.0
23,1367,300495.0
23,1368,300495.0
23,1369,300495.0
23,1370,300495.0
23,1371,300495.0
23,1372,300495.0
23,1373,300495.0
23,1374,300495.0
23,1375,300495.0
23,1376,300495.0
23,1377,300495.0
23,1378,300495.0
23,1379,300495.0
23,1380,300495.0
23,1381,300495.0
23,1382,300495.0
23,1383,300495.0
23,1384,300495.0
23,1385,300495.0
23,1386,300495.0
23,1387,300495.0
23,1388,300495.0
23,1389,300495.0
23,1390,300495.0
23,1391,300495.0
23,1392,300495.0
23,1393,300495.0
23,1394,300495.0
23,1395,300495.0
23,1396,300495.0
23,1397,300495.0
23,1398,300495.0
23,1399,300495.0
23,1400,300495.0
23,1401,300495.0
23,1402,300495.0
23,1403,300495.0
23,1404,300495.0
23,1405,300495.0
23,1406,300495.0
23,1407,300495.0
23,1408,300495.0
23,1409,300495.0
23,1410,300495.0
23,1411,300495.0
23,1412,300495.0
23,1413,300495.0
23,1414,300495.0
23,1415,300495.0
23,1416,300495.0
23,1417,300495.0
23,1418,300495.0
23,1419,300495.0
23,1420,300495.0
23,1421,300495.0
23,1422,300495.0
23,1423,300495.0
23,1424,300495.0
23,1425,300495.0
23,1426,300495.0
23,1427,300495.0
23,1428,300495.0
23,1429,300495.0
23,1430,300495.0
23,1431,300495.0
23,1432,300495.0
23,1433,300495.0
23,1434,300495.0
23,1435,300495.0
23,1436,300495.0
23,1437,300495.0
23,1438,300495.0
23,1439,300495.0
23,1440,300495.0
23,1441,300495.0
23,1442,300495.0
23,1443,300495.0
23,1444,300495.0
23,1445,300495.0
23,1446,300495.0
23,1447,300495.0
23,1448,300495.0
23,1449,300495.0
23,1450,300495.0
23,1451,300495.0
23,1452,300495.0
23,1453,300495.0
23,1454,300495.0
23,1455,300495.0
23,1456,300495.0
23,1457,300495.0
23,1458,300495.0
23,1459,300495.0
23,1460,300495.0
23,1461,300495.0
23,1462,300495.0
23,1463,300495.0
23,1464,300495.0
23,1465,300495.0
23,1466,300495.0
23,1467,300495.0
23,1468,300495.0
23,1469,300495.0
23,1470,300495.0
23,1471,300495.0
23,1472,300495.0
23,1473,300495.0
23,1474,300495.0
23,1475,300495.0
23,1476,300495.0
23,1477,300495.0
23,1478,300495.0
23,1479,300495.0
23,1480,300495.0
23,1481,300495.0
23,1482,300495.0
23,1483,300495.0
23,1484,300495.0
23,1485,300495.0
23,1486,300495.0
23,1487,300495.0
23,1488,300495.0
23,1489,300495.0
23,1490,300495.0
23,1491,300495.0
23,1492,300495.0
23,1493,300495.0
23,1494,300495.0
23,1495,300495.0
23,1496,300495.0
23,1497,300495.0
