exec,step,bestf,worstf,avgf
2,0,3668.0,3002.0,3326.605
2,1,3668.0,3035.0,3333.115
2,2,3668.0,3054.0,3335.7039999999997
2,3,3668.0,3205.2,3337.945
2,4,3668.0,3214.0,3339.7729999999997
2,5,3668.0,3214.2,3340.3089999999997
2,6,3668.0,3221.3,3340.9169999999995
2,7,3668.0,3222.8,3341.3559999999998
2,8,3668.0,3224.4,3344.368
2,9,3668.0,3226.3,3344.8839999999996
2,10,3668.0,2882.0,3341.441
2,11,3668.0,3226.6,3345.2209999999995
2,12,3668.0,3228.2,3345.9139999999998
2,13,3668.0,3229.4,3346.300999999999
2,14,3668.0,3066.0,3344.666999999999
2,15,3668.0,3231.2,3346.8479999999986
2,16,3668.0,3012.0,3344.6559999999986
2,17,3668.0,3233.8,3347.337999999999
2,18,3668.0,3224.1,3347.2409999999986
2,19,3668.0,3236.4,3347.654999999999
2,20,3668.0,3237.6,3348.309999999999
2,21,3668.0,3239.7,3348.8029999999985
2,22,3668.0,3240.9,3349.0909999999985
2,23,3668.0,3235.2,3349.033999999999
2,24,3668.0,3221.9,3348.9009999999985
2,25,3668.0,3242.8,3349.647999999999
2,26,3668.0,2891.0,3346.1299999999987
2,27,3668.0,3249.4,3349.9399999999987
2,28,3668.0,3251.3,3350.535999999999
2,29,3668.0,3247.2,3350.4949999999994
2,30,3668.0,3253.6,3350.9969999999994
2,31,3668.0,3257.5,3352.840999999999
2,32,3668.0,3258.3,3353.0219999999995
2,33,3668.0,3259.6,3353.728999999999
2,34,3668.0,3260.0,3356.0929999999994
2,35,3668.0,3260.4,3356.5689999999995
2,36,3668.0,3258.0,3356.5449999999996
2,37,3668.0,3209.6,3356.0609999999997
2,38,3668.0,3036.0,3354.3249999999994
2,39,3668.0,3262.4,3356.6989999999996
2,40,3668.0,3264.0,3356.8749999999995
2,41,3668.0,3265.2,3359.2649999999994
2,42,3668.0,3265.5,3359.6649999999995
2,43,3668.0,3265.5,3359.6649999999995
2,44,3668.0,3266.9,3360.0219999999995
2,45,3668.0,2930.0,3356.6529999999993
2,46,3668.0,3267.5,3360.412999999999
2,47,3668.0,2706.0,3354.7979999999993
2,48,3668.0,3267.6,3363.8279999999995
2,49,3668.0,3267.8,3364.0779999999995
2,50,3668.0,3268.3,3364.2309999999993
2,51,3668.0,3268.5,3364.6219999999994
2,52,3668.0,3269.9,3364.930999999999
2,53,3668.0,3271.9,3365.581999999999
2,54,3668.0,3047.0,3363.332999999999
2,55,3668.0,3272.0,3365.658999999999
2,56,3668.0,3252.6,3365.464999999999
2,57,3668.0,3272.4,3368.858999999999
2,58,3668.0,3247.7,3368.611999999999
2,59,3668.0,3273.4,3369.0649999999987
2,60,3668.0,3274.7,3372.7109999999993
2,61,3668.0,3234.8,3372.3119999999994
2,62,3668.0,3199.8,3371.9619999999995
2,63,3668.0,3275.0,3375.584
2,64,3668.0,3092.0,3373.7539999999995
2,65,3668.0,3212.0,3374.9539999999997
2,66,3668.0,2935.0,3372.1839999999997
2,67,3668.0,3248.8,3375.3219999999997
2,68,3668.0,3275.0,3375.925999999999
2,69,3668.0,3271.6,3375.891999999999
2,70,3668.0,3275.6,3377.635999999999
2,71,3668.0,3275.8,3377.7439999999992
2,72,3668.0,3276.0,3377.8499999999995
2,73,3668.0,3276.4,3377.861999999999
2,74,3668.0,3277.2,3378.029999999999
2,75,3668.0,3135.0,3376.6079999999993
2,76,3668.0,3277.9,3378.319999999999
2,77,3668.0,3277.9,3378.514999999999
2,78,3668.0,2881.0,3374.5459999999994
2,79,3668.0,3216.3,3377.898999999999
2,80,3668.0,3278.1,3378.7699999999986
2,81,3668.0,3279.5,3378.9269999999997
2,82,3668.0,3279.6,3379.164999999999
2,83,3668.0,3280.0,3379.180999999999
2,84,3668.0,3275.0,3379.1309999999994
2,85,3668.0,2868.0,3375.0609999999992
2,86,3668.0,3253.0,3378.910999999999
2,87,3668.0,3280.2,3382.3109999999992
2,88,3668.0,3281.2,3382.638999999999
2,89,3668.0,3282.0,3385.516999999999
2,90,3668.0,3282.4,3385.763999999999
2,91,3668.0,3212.7,3385.0669999999996
2,92,3668.0,3282.8,3388.009999999999
2,93,3668.0,3283.1,3391.5219999999995
2,94,3668.0,3284.0,3391.531
2,95,3668.0,3284.1,3391.7329999999997
2,96,3668.0,2500.0,3383.8920000000003
2,97,3668.0,3242.4,3391.3160000000003
2,98,3668.0,3280.9,3391.7010000000005
2,99,3668.0,3286.4,3392.442
2,100,3668.0,3235.3,3391.9309999999996
2,101,3668.0,3286.4,3394.8779999999997
2,102,3668.0,3247.0,3394.4839999999995
2,103,3668.0,3286.9,3398.3839999999996
2,104,3668.0,3287.2,3401.115
2,105,3668.0,3238.2,3400.625
2,106,3668.0,3289.9,3404.243
2,107,3668.0,3150.0,3402.844
2,108,3668.0,3290.0,3406.844
2,109,3668.0,3272.0,3406.664
2,110,3668.0,3290.3,3406.907
2,111,3668.0,3291.7,3410.6639999999998
2,112,3668.0,3259.3,3410.3399999999992
2,113,3668.0,3259.7,3410.3439999999996
2,114,3668.0,3196.0,3409.7070000000003
2,115,3668.0,3237.1,3410.118
2,116,3668.0,3291.9,3410.803
2,117,3668.0,3265.5,3410.5389999999998
2,118,3668.0,3265.2,3410.5359999999996
2,119,3668.0,3275.9,3410.643
2,120,3668.0,3292.6,3410.948
2,121,3668.0,3293.0,3410.9629999999997
2,122,3668.0,3199.0,3410.0229999999997
2,123,3668.0,3236.2,3410.395
2,124,3668.0,3180.0,3409.833
2,125,3668.0,3293.0,3411.473
2,126,3668.0,3228.8,3410.830999999999
2,127,3668.0,3293.0,3411.493
2,128,3668.0,3290.1,3411.4639999999995
2,129,3668.0,3293.2,3413.7529999999997
2,130,3668.0,3293.6,3416.991
2,131,3668.0,3293.8,3417.131
2,132,3668.0,3293.9,3417.9229999999993
2,133,3668.0,3265.6,3417.64
2,134,3668.0,3294.1,3418.104
2,135,3668.0,3295.0,3418.1819999999993
2,136,3668.0,3248.8,3417.72
2,137,3668.0,3295.2,3418.2059999999997
2,138,3668.0,3255.0,3417.8039999999996
2,139,3668.0,3295.3,3420.4539999999997
2,140,3668.0,3269.2,3420.1929999999998
2,141,3668.0,3248.0,3419.9809999999998
2,142,3668.0,3295.4,3423.171
2,143,3668.0,2646.0,3416.6769999999997
2,144,3668.0,3233.1,3422.548
2,145,3668.0,3278.2,3422.9990000000003
2,146,3668.0,2853.0,3418.7469999999994
2,147,3668.0,3295.9,3423.2969999999996
2,148,3668.0,3296.3,3425.488
2,149,3668.0,3169.0,3424.215
2,150,3668.0,3281.1,3425.336
2,151,3668.0,2845.0,3420.975
2,152,3668.0,3296.6,3425.595
2,153,3668.0,3296.2,3425.5910000000003
2,154,3668.0,3297.3,3427.7889999999998
2,155,3668.0,3297.4,3430.3959999999997
